Name,Weight,Event,Time
Annabelle Beer,111,Halloween 2000,2000-10-31T012:41:40-06:00
Annabelle Beer,112,Halloween 2000,2000-10-31T013:21:54-06:00
Annabelle Beer,114,Halloween 2000,2000-10-31T014:13:16-06:00
Abigail Anderson,98,Thankgiving 2001,2001-11-30T00:17:54-06:00
Abigail Anderson,102,Thankgiving 2001,2001-11-30T01:50:10-06:00
Abigail Anderson,104,Thankgiving 2001,2001-11-30T02:17:32-06:00
Abigail Anderson,105,Thankgiving 2001,2001-11-30T03:26:51-06:00
Abigail Anderson,104,Thankgiving 2001,2001-11-30T04:21:23-06:00
Lenny Anderson,102,Thankgiving 2001,2001-11-30T00:56:34-06:00
Lenny Anderson,101,Thankgiving 2001,2001-11-30T01:25:32-06:00
Lenny Anderson,102,Thankgiving 2001,2001-11-30T02:33:11-06:00
Lenny Anderson,104,Thankgiving 2001,2001-11-30T03:55:44-06:00
Lenny Anderson,103,Thankgiving 2001,2001-11-30T04:30:21-06:00
Lenny Anderson,104,Thankgiving 2001,2001-11-30T05:27:26-06:00
Quincy Crooks,102,Thankgiving 2001,2001-11-30T00:25:10-06:00
Quincy Crooks,102,Thankgiving 2001,2001-11-30T01:28:45-06:00
Quincy Crooks,104,Thankgiving 2001,2001-11-30T02:50:39-06:00
Quincy Crooks,102,Thankgiving 2001,2001-11-30T03:37:20-06:00
Quincy Crooks,106,Thankgiving 2001,2001-11-30T04:38:41-06:00
Quincy Crooks,103,Thankgiving 2001,2001-11-30T05:49:59-06:00
Quincy Crooks,104,Thankgiving 2001,2001-11-30T06:33:57-06:00
Quincy Crooks,108,Thankgiving 2001,2001-11-30T07:59:33-06:00
Quincy Crooks,106,Thankgiving 2001,2001-11-30T08:17:50-06:00
Quincy Crooks,107,Thankgiving 2001,2001-11-30T09:44:14-06:00
Alexie Beer,100,Thankgiving 2001,2001-11-30T00:56:24-06:00
Gerry Crooks,98,Thankgiving 2001,2001-11-30T00:54:24-06:00
Cooper Beer,101,Thankgiving 2001,2001-11-30T00:42:50-06:00
Cooper Beer,101,Thankgiving 2001,2001-11-30T01:11:26-06:00
Cooper Beer,102,Thankgiving 2001,2001-11-30T02:32:42-06:00
Cooper Beer,105,Thankgiving 2001,2001-11-30T03:37:31-06:00
Cooper Beer,103,Thankgiving 2001,2001-11-30T04:10:41-06:00
Cooper Beer,103,Thankgiving 2001,2001-11-30T05:10:11-06:00
Garfield Anderson,98,Thankgiving 2001,2001-11-30T00:20:38-06:00
Garfield Anderson,102,Thankgiving 2001,2001-11-30T01:51:18-06:00
Garfield Anderson,102,Thankgiving 2001,2001-11-30T02:58:12-06:00
Garfield Anderson,102,Thankgiving 2001,2001-11-30T03:36:42-06:00
Garfield Anderson,102,Thankgiving 2001,2001-11-30T04:55:12-06:00
Garfield Anderson,105,Thankgiving 2001,2001-11-30T05:43:22-06:00
Lou Crooks,101,Thankgiving 2001,2001-11-30T00:51:12-06:00
Lou Crooks,100,Thankgiving 2001,2001-11-30T01:16:41-06:00
Lou Crooks,100,Thankgiving 2001,2001-11-30T02:45:30-06:00
Lou Crooks,103,Thankgiving 2001,2001-11-30T03:19:43-06:00
Lou Crooks,106,Thankgiving 2001,2001-11-30T04:27:48-06:00
Lou Crooks,103,Thankgiving 2001,2001-11-30T05:15:21-06:00
Lou Crooks,106,Thankgiving 2001,2001-11-30T06:37:46-06:00
Lou Crooks,107,Thankgiving 2001,2001-11-30T07:41:11-06:00
Lou Crooks,106,Thankgiving 2001,2001-11-30T08:52:22-06:00
Lou Crooks,109,Thankgiving 2001,2001-11-30T09:20:57-06:00
Lou Crooks,109,Thankgiving 2001,2001-11-30T010:55:16-06:00
Lou Crooks,109,Thankgiving 2001,2001-11-30T011:43:33-06:00
Carli Crooks,98,Thankgiving 2001,2001-11-30T00:40:11-06:00
Carli Crooks,103,Thankgiving 2001,2001-11-30T01:25:36-06:00
Carli Crooks,100,Thankgiving 2001,2001-11-30T02:58:33-06:00
Carli Crooks,104,Thankgiving 2001,2001-11-30T03:38:10-06:00
Carli Crooks,105,Thankgiving 2001,2001-11-30T04:39:23-06:00
Carli Crooks,106,Thankgiving 2001,2001-11-30T05:13:19-06:00
Carli Crooks,108,Thankgiving 2001,2001-11-30T06:43:58-06:00
Carli Crooks,106,Thankgiving 2001,2001-11-30T07:34:35-06:00
Carli Crooks,107,Thankgiving 2001,2001-11-30T08:57:30-06:00
Carli Crooks,109,Thankgiving 2001,2001-11-30T09:16:13-06:00
Carli Crooks,109,Thankgiving 2001,2001-11-30T010:59:35-06:00
Carli Crooks,111,Thankgiving 2001,2001-11-30T011:27:54-06:00
Annabelle Beer,102,Thankgiving 2001,2001-11-30T00:21:42-06:00
Annabelle Beer,102,Thankgiving 2001,2001-11-30T01:16:54-06:00
Annabelle Beer,104,Thankgiving 2001,2001-11-30T02:41:56-06:00
Annabelle Beer,104,Thankgiving 2001,2001-11-30T03:49:26-06:00
Annabelle Beer,103,Thankgiving 2001,2001-11-30T04:59:27-06:00
Annabelle Beer,104,Thankgiving 2001,2001-11-30T05:11:42-06:00
Annabelle Beer,107,Thankgiving 2001,2001-11-30T06:10:12-06:00
Annabelle Beer,108,Thankgiving 2001,2001-11-30T07:18:47-06:00
Abigail Anderson,98,Fourth of July 2001,2001-07-04T00:25:23-06:00
Abigail Anderson,103,Fourth of July 2001,2001-07-04T01:34:28-06:00
Abigail Anderson,102,Fourth of July 2001,2001-07-04T02:11:47-06:00
Abigail Anderson,105,Fourth of July 2001,2001-07-04T03:52:26-06:00
Abigail Anderson,104,Fourth of July 2001,2001-07-04T04:20:44-06:00
Abigail Anderson,103,Fourth of July 2001,2001-07-04T05:32:12-06:00
Lenny Anderson,102,Fourth of July 2001,2001-07-04T00:50:51-06:00
Lenny Anderson,103,Fourth of July 2001,2001-07-04T01:56:12-06:00
Lenny Anderson,100,Fourth of July 2001,2001-07-04T02:14:32-06:00
Lenny Anderson,105,Fourth of July 2001,2001-07-04T03:44:40-06:00
Lenny Anderson,106,Fourth of July 2001,2001-07-04T04:36:52-06:00
Lenny Anderson,104,Fourth of July 2001,2001-07-04T05:20:52-06:00
Quincy Crooks,98,Fourth of July 2001,2001-07-04T00:33:16-06:00
Quincy Crooks,99,Fourth of July 2001,2001-07-04T01:12:46-06:00
Alexie Beer,101,Fourth of July 2001,2001-07-04T00:40:23-06:00
Alexie Beer,102,Fourth of July 2001,2001-07-04T01:57:59-06:00
Alexie Beer,100,Fourth of July 2001,2001-07-04T02:37:53-06:00
Alexie Beer,103,Fourth of July 2001,2001-07-04T03:29:38-06:00
Alexie Beer,102,Fourth of July 2001,2001-07-04T04:49:30-06:00
Gerry Crooks,101,Fourth of July 2001,2001-07-04T00:12:46-06:00
Gerry Crooks,100,Fourth of July 2001,2001-07-04T01:11:34-06:00
Gerry Crooks,103,Fourth of July 2001,2001-07-04T02:10:55-06:00
Gerry Crooks,105,Fourth of July 2001,2001-07-04T03:37:25-06:00
Gerry Crooks,102,Fourth of July 2001,2001-07-04T04:31:40-06:00
Gerry Crooks,105,Fourth of July 2001,2001-07-04T05:37:12-06:00
Gerry Crooks,104,Fourth of July 2001,2001-07-04T06:49:47-06:00
Gerry Crooks,109,Fourth of July 2001,2001-07-04T07:39:56-06:00
Gerry Crooks,110,Fourth of July 2001,2001-07-04T08:42:28-06:00
Gerry Crooks,108,Fourth of July 2001,2001-07-04T09:37:25-06:00
Gerry Crooks,109,Fourth of July 2001,2001-07-04T010:23:39-06:00
Gerry Crooks,112,Fourth of July 2001,2001-07-04T011:32:29-06:00
Cooper Beer,100,Fourth of July 2001,2001-07-04T00:44:18-06:00
Cooper Beer,101,Fourth of July 2001,2001-07-04T01:36:41-06:00
Garfield Anderson,102,Fourth of July 2001,2001-07-04T00:20:42-06:00
Garfield Anderson,99,Fourth of July 2001,2001-07-04T01:15:36-06:00
Garfield Anderson,104,Fourth of July 2001,2001-07-04T02:53:10-06:00
Garfield Anderson,102,Fourth of July 2001,2001-07-04T03:41:57-06:00
Garfield Anderson,104,Fourth of July 2001,2001-07-04T04:34:46-06:00
Garfield Anderson,103,Fourth of July 2001,2001-07-04T05:52:26-06:00
Garfield Anderson,105,Fourth of July 2001,2001-07-04T06:19:13-06:00
Garfield Anderson,105,Fourth of July 2001,2001-07-04T07:49:54-06:00
Garfield Anderson,110,Fourth of July 2001,2001-07-04T08:40:40-06:00
Garfield Anderson,110,Fourth of July 2001,2001-07-04T09:50:55-06:00
Garfield Anderson,112,Fourth of July 2001,2001-07-04T010:58:32-06:00
Garfield Anderson,109,Fourth of July 2001,2001-07-04T011:27:55-06:00
Lou Crooks,102,Fourth of July 2001,2001-07-04T00:22:19-06:00
Lou Crooks,101,Fourth of July 2001,2001-07-04T01:30:10-06:00
Lou Crooks,104,Fourth of July 2001,2001-07-04T02:27:52-06:00
Lou Crooks,104,Fourth of July 2001,2001-07-04T03:48:46-06:00
Lou Crooks,104,Fourth of July 2001,2001-07-04T04:16:15-06:00
Lou Crooks,107,Fourth of July 2001,2001-07-04T05:26:45-06:00
Lou Crooks,108,Fourth of July 2001,2001-07-04T06:19:49-06:00
Lou Crooks,106,Fourth of July 2001,2001-07-04T07:51:53-06:00
Lou Crooks,109,Fourth of July 2001,2001-07-04T08:24:59-06:00
Lou Crooks,107,Fourth of July 2001,2001-07-04T09:26:58-06:00
Carli Crooks,98,Fourth of July 2001,2001-07-04T00:25:43-06:00
Carli Crooks,103,Fourth of July 2001,2001-07-04T01:56:51-06:00
Carli Crooks,103,Fourth of July 2001,2001-07-04T02:13:49-06:00
Carli Crooks,102,Fourth of July 2001,2001-07-04T03:20:19-06:00
Carli Crooks,104,Fourth of July 2001,2001-07-04T04:11:30-06:00
Carli Crooks,104,Fourth of July 2001,2001-07-04T05:21:42-06:00
Carli Crooks,104,Fourth of July 2001,2001-07-04T06:55:26-06:00
Carli Crooks,108,Fourth of July 2001,2001-07-04T07:36:24-06:00
Carli Crooks,107,Fourth of July 2001,2001-07-04T08:59:46-06:00
Carli Crooks,107,Fourth of July 2001,2001-07-04T09:14:51-06:00
Carli Crooks,109,Fourth of July 2001,2001-07-04T010:55:53-06:00
Carli Crooks,111,Fourth of July 2001,2001-07-04T011:52:59-06:00
Annabelle Beer,100,Fourth of July 2001,2001-07-04T00:11:32-06:00
Annabelle Beer,99,Fourth of July 2001,2001-07-04T01:58:18-06:00
Abigail Anderson,101,New Year's Eve 2001,2001-12-31T00:30:55-06:00
Abigail Anderson,103,New Year's Eve 2001,2001-12-31T01:23:21-06:00
Abigail Anderson,102,New Year's Eve 2001,2001-12-31T02:19:58-06:00
Abigail Anderson,103,New Year's Eve 2001,2001-12-31T03:50:34-06:00
Abigail Anderson,103,New Year's Eve 2001,2001-12-31T04:23:10-06:00
Abigail Anderson,106,New Year's Eve 2001,2001-12-31T05:34:55-06:00
Abigail Anderson,106,New Year's Eve 2001,2001-12-31T06:10:18-06:00
Abigail Anderson,107,New Year's Eve 2001,2001-12-31T07:34:50-06:00
Abigail Anderson,106,New Year's Eve 2001,2001-12-31T08:35:39-06:00
Abigail Anderson,108,New Year's Eve 2001,2001-12-31T09:15:54-06:00
Abigail Anderson,109,New Year's Eve 2001,2001-12-31T010:11:31-06:00
Abigail Anderson,112,New Year's Eve 2001,2001-12-31T011:59:53-06:00
Lenny Anderson,98,New Year's Eve 2001,2001-12-31T00:30:16-06:00
Lenny Anderson,102,New Year's Eve 2001,2001-12-31T01:34:13-06:00
Lenny Anderson,103,New Year's Eve 2001,2001-12-31T02:44:13-06:00
Lenny Anderson,102,New Year's Eve 2001,2001-12-31T03:19:55-06:00
Lenny Anderson,105,New Year's Eve 2001,2001-12-31T04:39:30-06:00
Lenny Anderson,104,New Year's Eve 2001,2001-12-31T05:45:51-06:00
Lenny Anderson,106,New Year's Eve 2001,2001-12-31T06:39:55-06:00
Lenny Anderson,108,New Year's Eve 2001,2001-12-31T07:36:49-06:00
Lenny Anderson,109,New Year's Eve 2001,2001-12-31T08:14:35-06:00
Lenny Anderson,108,New Year's Eve 2001,2001-12-31T09:19:35-06:00
Quincy Crooks,100,New Year's Eve 2001,2001-12-31T00:52:26-06:00
Quincy Crooks,99,New Year's Eve 2001,2001-12-31T01:19:39-06:00
Quincy Crooks,103,New Year's Eve 2001,2001-12-31T02:41:55-06:00
Quincy Crooks,105,New Year's Eve 2001,2001-12-31T03:30:11-06:00
Quincy Crooks,106,New Year's Eve 2001,2001-12-31T04:57:52-06:00
Quincy Crooks,103,New Year's Eve 2001,2001-12-31T05:18:18-06:00
Quincy Crooks,108,New Year's Eve 2001,2001-12-31T06:40:26-06:00
Quincy Crooks,105,New Year's Eve 2001,2001-12-31T07:16:25-06:00
Quincy Crooks,109,New Year's Eve 2001,2001-12-31T08:30:56-06:00
Quincy Crooks,108,New Year's Eve 2001,2001-12-31T09:21:22-06:00
Quincy Crooks,108,New Year's Eve 2001,2001-12-31T010:58:59-06:00
Quincy Crooks,112,New Year's Eve 2001,2001-12-31T011:14:24-06:00
Quincy Crooks,114,New Year's Eve 2001,2001-12-31T012:28:45-06:00
Quincy Crooks,112,New Year's Eve 2001,2001-12-31T013:25:50-06:00
Quincy Crooks,114,New Year's Eve 2001,2001-12-31T014:28:36-06:00
Alexie Beer,100,New Year's Eve 2001,2001-12-31T00:25:31-06:00
Alexie Beer,103,New Year's Eve 2001,2001-12-31T01:10:47-06:00
Alexie Beer,100,New Year's Eve 2001,2001-12-31T02:49:29-06:00
Alexie Beer,104,New Year's Eve 2001,2001-12-31T03:37:44-06:00
Alexie Beer,103,New Year's Eve 2001,2001-12-31T04:40:59-06:00
Gerry Crooks,101,New Year's Eve 2001,2001-12-31T00:50:21-06:00
Gerry Crooks,101,New Year's Eve 2001,2001-12-31T01:36:33-06:00
Gerry Crooks,104,New Year's Eve 2001,2001-12-31T02:51:50-06:00
Gerry Crooks,104,New Year's Eve 2001,2001-12-31T03:36:56-06:00
Gerry Crooks,105,New Year's Eve 2001,2001-12-31T04:38:53-06:00
Gerry Crooks,105,New Year's Eve 2001,2001-12-31T05:17:43-06:00
Gerry Crooks,107,New Year's Eve 2001,2001-12-31T06:24:54-06:00
Gerry Crooks,105,New Year's Eve 2001,2001-12-31T07:10:26-06:00
Cooper Beer,101,New Year's Eve 2001,2001-12-31T00:31:32-06:00
Garfield Anderson,102,New Year's Eve 2001,2001-12-31T00:52:24-06:00
Garfield Anderson,101,New Year's Eve 2001,2001-12-31T01:49:26-06:00
Garfield Anderson,100,New Year's Eve 2001,2001-12-31T02:18:14-06:00
Garfield Anderson,101,New Year's Eve 2001,2001-12-31T03:29:57-06:00
Garfield Anderson,106,New Year's Eve 2001,2001-12-31T04:54:15-06:00
Garfield Anderson,106,New Year's Eve 2001,2001-12-31T05:39:26-06:00
Garfield Anderson,108,New Year's Eve 2001,2001-12-31T06:45:15-06:00
Garfield Anderson,106,New Year's Eve 2001,2001-12-31T07:26:14-06:00
Garfield Anderson,109,New Year's Eve 2001,2001-12-31T08:15:33-06:00
Garfield Anderson,111,New Year's Eve 2001,2001-12-31T09:40:44-06:00
Garfield Anderson,110,New Year's Eve 2001,2001-12-31T010:18:13-06:00
Garfield Anderson,112,New Year's Eve 2001,2001-12-31T011:51:36-06:00
Lou Crooks,98,New Year's Eve 2001,2001-12-31T00:36:12-06:00
Lou Crooks,102,New Year's Eve 2001,2001-12-31T01:12:56-06:00
Lou Crooks,102,New Year's Eve 2001,2001-12-31T02:29:40-06:00
Lou Crooks,101,New Year's Eve 2001,2001-12-31T03:36:53-06:00
Lou Crooks,102,New Year's Eve 2001,2001-12-31T04:57:23-06:00
Carli Crooks,98,New Year's Eve 2001,2001-12-31T00:10:48-06:00
Carli Crooks,103,New Year's Eve 2001,2001-12-31T01:39:56-06:00
Carli Crooks,100,New Year's Eve 2001,2001-12-31T02:45:22-06:00
Carli Crooks,105,New Year's Eve 2001,2001-12-31T03:19:53-06:00
Carli Crooks,102,New Year's Eve 2001,2001-12-31T04:14:39-06:00
Carli Crooks,106,New Year's Eve 2001,2001-12-31T05:38:12-06:00
Carli Crooks,105,New Year's Eve 2001,2001-12-31T06:55:15-06:00
Carli Crooks,108,New Year's Eve 2001,2001-12-31T07:26:25-06:00
Carli Crooks,108,New Year's Eve 2001,2001-12-31T08:22:27-06:00
Carli Crooks,108,New Year's Eve 2001,2001-12-31T09:55:46-06:00
Carli Crooks,108,New Year's Eve 2001,2001-12-31T010:42:34-06:00
Carli Crooks,112,New Year's Eve 2001,2001-12-31T011:12:38-06:00
Annabelle Beer,98,New Year's Eve 2001,2001-12-31T00:32:40-06:00
Annabelle Beer,103,New Year's Eve 2001,2001-12-31T01:28:42-06:00
Annabelle Beer,101,New Year's Eve 2001,2001-12-31T02:20:12-06:00
Annabelle Beer,103,New Year's Eve 2001,2001-12-31T03:28:56-06:00
Annabelle Beer,105,New Year's Eve 2001,2001-12-31T04:20:42-06:00
Annabelle Beer,103,New Year's Eve 2001,2001-12-31T05:37:19-06:00
Abigail Anderson,99,Labor Day 2001,2001-09-03T00:11:55-06:00
Lenny Anderson,100,Labor Day 2001,2001-09-03T00:14:23-06:00
Lenny Anderson,103,Labor Day 2001,2001-09-03T01:57:59-06:00
Lenny Anderson,102,Labor Day 2001,2001-09-03T02:45:56-06:00
Lenny Anderson,103,Labor Day 2001,2001-09-03T03:22:10-06:00
Lenny Anderson,106,Labor Day 2001,2001-09-03T04:46:31-06:00
Lenny Anderson,105,Labor Day 2001,2001-09-03T05:47:38-06:00
Lenny Anderson,105,Labor Day 2001,2001-09-03T06:58:19-06:00
Lenny Anderson,107,Labor Day 2001,2001-09-03T07:34:12-06:00
Lenny Anderson,108,Labor Day 2001,2001-09-03T08:54:23-06:00
Lenny Anderson,110,Labor Day 2001,2001-09-03T09:10:49-06:00
Lenny Anderson,112,Labor Day 2001,2001-09-03T010:22:36-06:00
Lenny Anderson,109,Labor Day 2001,2001-09-03T011:15:11-06:00
Quincy Crooks,100,Labor Day 2001,2001-09-03T00:22:37-06:00
Quincy Crooks,103,Labor Day 2001,2001-09-03T01:27:24-06:00
Quincy Crooks,101,Labor Day 2001,2001-09-03T02:18:37-06:00
Quincy Crooks,104,Labor Day 2001,2001-09-03T03:50:11-06:00
Quincy Crooks,104,Labor Day 2001,2001-09-03T04:51:17-06:00
Alexie Beer,100,Labor Day 2001,2001-09-03T00:56:42-06:00
Alexie Beer,103,Labor Day 2001,2001-09-03T01:41:35-06:00
Gerry Crooks,98,Labor Day 2001,2001-09-03T00:43:34-06:00
Gerry Crooks,101,Labor Day 2001,2001-09-03T01:45:38-06:00
Gerry Crooks,102,Labor Day 2001,2001-09-03T02:42:16-06:00
Gerry Crooks,102,Labor Day 2001,2001-09-03T03:35:58-06:00
Gerry Crooks,105,Labor Day 2001,2001-09-03T04:32:32-06:00
Gerry Crooks,104,Labor Day 2001,2001-09-03T05:15:51-06:00
Cooper Beer,100,Labor Day 2001,2001-09-03T00:26:53-06:00
Cooper Beer,103,Labor Day 2001,2001-09-03T01:55:42-06:00
Garfield Anderson,101,Labor Day 2001,2001-09-03T00:12:46-06:00
Garfield Anderson,100,Labor Day 2001,2001-09-03T01:43:36-06:00
Garfield Anderson,104,Labor Day 2001,2001-09-03T02:48:15-06:00
Garfield Anderson,102,Labor Day 2001,2001-09-03T03:44:17-06:00
Garfield Anderson,103,Labor Day 2001,2001-09-03T04:10:37-06:00
Garfield Anderson,104,Labor Day 2001,2001-09-03T05:33:15-06:00
Lou Crooks,100,Labor Day 2001,2001-09-03T00:49:47-06:00
Lou Crooks,102,Labor Day 2001,2001-09-03T01:12:36-06:00
Lou Crooks,103,Labor Day 2001,2001-09-03T02:16:45-06:00
Lou Crooks,105,Labor Day 2001,2001-09-03T03:14:47-06:00
Lou Crooks,104,Labor Day 2001,2001-09-03T04:58:20-06:00
Lou Crooks,105,Labor Day 2001,2001-09-03T05:26:30-06:00
Lou Crooks,106,Labor Day 2001,2001-09-03T06:57:14-06:00
Lou Crooks,105,Labor Day 2001,2001-09-03T07:52:54-06:00
Lou Crooks,110,Labor Day 2001,2001-09-03T08:45:11-06:00
Lou Crooks,107,Labor Day 2001,2001-09-03T09:43:26-06:00
Lou Crooks,109,Labor Day 2001,2001-09-03T010:52:38-06:00
Lou Crooks,109,Labor Day 2001,2001-09-03T011:19:27-06:00
Carli Crooks,98,Labor Day 2001,2001-09-03T00:50:48-06:00
Carli Crooks,103,Labor Day 2001,2001-09-03T01:42:42-06:00
Carli Crooks,102,Labor Day 2001,2001-09-03T02:40:39-06:00
Carli Crooks,101,Labor Day 2001,2001-09-03T03:53:19-06:00
Carli Crooks,102,Labor Day 2001,2001-09-03T04:43:51-06:00
Annabelle Beer,101,Labor Day 2001,2001-09-03T00:11:14-06:00
Abigail Anderson,99,Halloween 2001,2001-10-31T00:29:56-06:00
Abigail Anderson,100,Halloween 2001,2001-10-31T01:47:17-06:00
Abigail Anderson,101,Halloween 2001,2001-10-31T02:40:44-06:00
Abigail Anderson,105,Halloween 2001,2001-10-31T03:18:12-06:00
Abigail Anderson,104,Halloween 2001,2001-10-31T04:30:14-06:00
Abigail Anderson,105,Halloween 2001,2001-10-31T05:41:58-06:00
Abigail Anderson,106,Halloween 2001,2001-10-31T06:39:37-06:00
Abigail Anderson,108,Halloween 2001,2001-10-31T07:41:46-06:00
Abigail Anderson,108,Halloween 2001,2001-10-31T08:46:22-06:00
Abigail Anderson,111,Halloween 2001,2001-10-31T09:14:10-06:00
Abigail Anderson,108,Halloween 2001,2001-10-31T010:39:44-06:00
Abigail Anderson,113,Halloween 2001,2001-10-31T011:39:46-06:00
Abigail Anderson,110,Halloween 2001,2001-10-31T012:49:28-06:00
Abigail Anderson,112,Halloween 2001,2001-10-31T013:15:33-06:00
Abigail Anderson,115,Halloween 2001,2001-10-31T014:34:11-06:00
Lenny Anderson,100,Halloween 2001,2001-10-31T00:37:37-06:00
Lenny Anderson,99,Halloween 2001,2001-10-31T01:23:37-06:00
Lenny Anderson,104,Halloween 2001,2001-10-31T02:24:10-06:00
Lenny Anderson,101,Halloween 2001,2001-10-31T03:36:55-06:00
Lenny Anderson,102,Halloween 2001,2001-10-31T04:58:14-06:00
Lenny Anderson,105,Halloween 2001,2001-10-31T05:29:26-06:00
Lenny Anderson,108,Halloween 2001,2001-10-31T06:17:40-06:00
Lenny Anderson,105,Halloween 2001,2001-10-31T07:11:15-06:00
Quincy Crooks,101,Halloween 2001,2001-10-31T00:22:52-06:00
Quincy Crooks,102,Halloween 2001,2001-10-31T01:45:30-06:00
Quincy Crooks,101,Halloween 2001,2001-10-31T02:43:34-06:00
Quincy Crooks,101,Halloween 2001,2001-10-31T03:28:50-06:00
Quincy Crooks,102,Halloween 2001,2001-10-31T04:16:38-06:00
Quincy Crooks,107,Halloween 2001,2001-10-31T05:25:41-06:00
Quincy Crooks,105,Halloween 2001,2001-10-31T06:11:55-06:00
Quincy Crooks,108,Halloween 2001,2001-10-31T07:43:53-06:00
Quincy Crooks,108,Halloween 2001,2001-10-31T08:13:25-06:00
Quincy Crooks,107,Halloween 2001,2001-10-31T09:27:55-06:00
Quincy Crooks,108,Halloween 2001,2001-10-31T010:40:50-06:00
Quincy Crooks,109,Halloween 2001,2001-10-31T011:54:59-06:00
Alexie Beer,102,Halloween 2001,2001-10-31T00:40:23-06:00
Alexie Beer,103,Halloween 2001,2001-10-31T01:36:34-06:00
Gerry Crooks,102,Halloween 2001,2001-10-31T00:57:52-06:00
Gerry Crooks,103,Halloween 2001,2001-10-31T01:15:24-06:00
Gerry Crooks,101,Halloween 2001,2001-10-31T02:11:19-06:00
Gerry Crooks,105,Halloween 2001,2001-10-31T03:34:50-06:00
Gerry Crooks,102,Halloween 2001,2001-10-31T04:59:56-06:00
Gerry Crooks,107,Halloween 2001,2001-10-31T05:42:14-06:00
Gerry Crooks,104,Halloween 2001,2001-10-31T06:55:39-06:00
Gerry Crooks,109,Halloween 2001,2001-10-31T07:24:48-06:00
Gerry Crooks,108,Halloween 2001,2001-10-31T08:30:53-06:00
Gerry Crooks,110,Halloween 2001,2001-10-31T09:13:48-06:00
Gerry Crooks,111,Halloween 2001,2001-10-31T010:57:56-06:00
Gerry Crooks,113,Halloween 2001,2001-10-31T011:11:39-06:00
Gerry Crooks,110,Halloween 2001,2001-10-31T012:37:43-06:00
Gerry Crooks,111,Halloween 2001,2001-10-31T013:53:57-06:00
Gerry Crooks,116,Halloween 2001,2001-10-31T014:38:25-06:00
Cooper Beer,101,Halloween 2001,2001-10-31T00:42:28-06:00
Cooper Beer,101,Halloween 2001,2001-10-31T01:46:17-06:00
Cooper Beer,100,Halloween 2001,2001-10-31T02:46:28-06:00
Cooper Beer,101,Halloween 2001,2001-10-31T03:15:56-06:00
Cooper Beer,104,Halloween 2001,2001-10-31T04:27:24-06:00
Cooper Beer,107,Halloween 2001,2001-10-31T05:29:23-06:00
Garfield Anderson,99,Halloween 2001,2001-10-31T00:29:35-06:00
Garfield Anderson,99,Halloween 2001,2001-10-31T01:26:50-06:00
Garfield Anderson,103,Halloween 2001,2001-10-31T02:45:48-06:00
Garfield Anderson,103,Halloween 2001,2001-10-31T03:17:20-06:00
Garfield Anderson,105,Halloween 2001,2001-10-31T04:13:32-06:00
Garfield Anderson,106,Halloween 2001,2001-10-31T05:50:55-06:00
Garfield Anderson,107,Halloween 2001,2001-10-31T06:36:53-06:00
Garfield Anderson,107,Halloween 2001,2001-10-31T07:13:24-06:00
Garfield Anderson,108,Halloween 2001,2001-10-31T08:15:17-06:00
Garfield Anderson,109,Halloween 2001,2001-10-31T09:26:27-06:00
Garfield Anderson,111,Halloween 2001,2001-10-31T010:33:53-06:00
Garfield Anderson,110,Halloween 2001,2001-10-31T011:47:52-06:00
Lou Crooks,99,Halloween 2001,2001-10-31T00:55:20-06:00
Lou Crooks,101,Halloween 2001,2001-10-31T01:35:35-06:00
Lou Crooks,101,Halloween 2001,2001-10-31T02:38:18-06:00
Lou Crooks,102,Halloween 2001,2001-10-31T03:40:17-06:00
Lou Crooks,102,Halloween 2001,2001-10-31T04:18:23-06:00
Lou Crooks,106,Halloween 2001,2001-10-31T05:36:27-06:00
Lou Crooks,106,Halloween 2001,2001-10-31T06:11:42-06:00
Lou Crooks,105,Halloween 2001,2001-10-31T07:42:11-06:00
